criticality,defect_severity,asset_criticality,failure_consequence,deferral_history,mandatory,duration_minutes,restoration_minutes,power_isolation,snt_disconnection,department_risk,window_hours,traffic_block,failure_after_deferral,safety_escalation,emergency_intervention,disruption_minutes,maintenance_effectiveness,outcome_risk_score
1,3,1,3,5,1,60,60,0,0,0.72,4.0,1,1,1,0,56.939923138294276,0.7805244101228961,0.6333232400502602
2,2,3,4,1,0,75,60,0,1,0.86,12.0,1,1,0,1,32.2468699647591,0.6507723502876926,0.575943848789701
4,4,5,3,6,1,60,10,0,1,0.86,96.0,0,1,1,1,28.920331754608544,0.7293261320933738,0.8082273919232029
4,3,5,2,3,1,120,45,0,0,0.72,3.0,0,0,1,1,24.24029394142858,0.7511639305037272,0.46357872082569146
5,2,5,3,6,1,120,10,1,1,0.72,8.0,1,0,0,1,63.538572990293176,0.4188498961558584,0.27303955592928536
1,3,2,4,0,1,30,10,0,1,0.82,2.0,1,1,1,0,53.73876124270904,0.7822190563245501,0.6310705068857543
1,4,2,2,8,1,120,15,0,0,0.82,8.0,1,1,0,0,139.60376411444713,0.583954702751892,0.46219234688366573
3,5,3,1,1,0,75,60,0,0,0.82,2.0,1,1,0,0,93.04570203591771,0.7648585434924351,0.4184903699794747
3,1,2,4,3,1,120,15,0,1,0.72,24.0,1,1,0,0,17.725216115926077,0.6125630463271786,0.37893739750104827
1,1,1,5,6,0,45,10,0,0,0.86,3.0,1,1,0,0,137.5192912193624,0.618098611843196,0.4584126246505512
4,2,3,2,4,1,60,45,0,0,0.72,4.0,1,0,0,0,107.40860641132781,0.5736161037126575,0.10145261034766585
1,3,3,2,8,1,90,10,0,0,0.82,1.5,1,1,0,0,78.12570937694313,0.5579963616112444,0.42302406093850836
2,5,1,3,0,0,60,15,0,0,0.86,4.0,1,0,0,1,100.17024239938826,0.6390502718784432,0.28204664256810114
5,3,5,3,4,0,75,45,0,0,0.86,96.0,0,1,1,1,138.7303507200868,0.7247206274907846,0.881756456555703
4,4,4,3,7,1,30,15,0,0,0.82,72.0,1,1,1,1,55.7469666400406,0.523227663212194,0.8405387080018402
4,3,3,5,2,0,150,15,1,0,0.86,48.0,1,1,1,0,12.777917201075866,0.7401856481863145,0.6067056160943419
2,4,5,4,0,0,60,30,0,0,0.86,4.0,1,1,0,1,101.99461704094702,0.5895532145342647,0.626727686343233
2,4,3,3,1,1,45,30,0,1,0.82,3.0,1,1,0,0,90.5954238267863,0.8904332068260097,0.4080666247400369
1,5,2,2,4,1,120,15,0,1,0.86,48.0,0,1,0,0,21.1978823376104,0.6385038447576532,0.3794366524253712
2,3,1,4,2,1,45,45,0,1,0.72,72.0,1,1,0,1,77.96583855213186,0.4907147756639645,0.6176271914049438
4,3,1,1,3,0,180,60,0,0,0.72,48.0,1,0,0,0,70.15924557296758,0.5780504692294328,0.07630929753591809
1,1,2,3,6,1,75,10,0,1,0.72,2.0,0,1,1,1,16.653849222209182,0.9439767932745403,0.7850241906189216
2,3,5,5,1,0,180,0,1,0,0.82,8.0,1,1,0,1,49.53355757664029,0.7605940292201845,0.5797807896723474
1,4,2,3,0,1,60,20,1,0,0.86,24.0,1,0,0,0,50.29342907059659,0.5407373206009306,0.06567734027166591
2,4,1,2,0,1,180,15,0,0,0.86,8.0,1,0,0,1,12.943627706685294,0.9085215992208604,0.20503257319232998
1,2,1,3,0,1,60,10,0,0,0.82,1.5,1,0,0,1,69.10046848809961,0.8272612521030712,0.24815869134485144
4,4,1,5,4,1,150,45,0,0,0.72,2.0,1,0,0,1,125.8259795582993,0.6831978660439477,0.2960601357491232
1,4,4,3,1,1,75,45,0,0,0.72,8.0,1,1,1,1,174.47209428820736,0.6039334573405264,0.9140393875116348
3,1,3,3,5,0,75,20,1,1,0.72,24.0,1,1,0,1,99.14582571127875,0.6985120168449005,0.6172013759617094
2,1,2,1,4,0,75,0,0,1,0.86,96.0,1,0,0,0,109.1640395184078,0.8518448665224215,0.0831468856890357
2,1,4,2,1,1,30,10,0,0,0.86,24.0,0,0,1,0,78.79803177419038,0.8345666861114944,0.30411235315498897
5,3,2,1,0,0,150,60,0,0,0.86,8.0,1,0,0,1,76.5545665544434,0.7851063701445308,0.25607893179284513
5,2,3,3,0,0,30,45,0,0,0.86,96.0,1,0,1,0,51.4588679345858,0.7259457713529633,0.2934897079616831
4,4,4,1,6,0,180,45,0,0,0.86,1.5,1,0,0,1,102.79320882202285,0.5625783458409985,0.28914832167247867
5,4,1,3,5,0,75,45,0,1,0.86,8.0,1,1,0,1,68.69893482993965,0.5455951110241888,0.6076076321149332
2,5,1,5,5,0,30,45,1,0,0.72,24.0,1,1,1,1,92.00996147522368,0.6886516059970385,0.8531343618970232
1,3,1,1,3,1,60,0,0,1,0.82,96.0,1,0,0,0,99.51646353465725,0.6188431893713913,0.09302528576710745
1,4,3,1,1,0,180,20,1,1,0.72,96.0,1,0,0,0,32.26832629459801,0.7459757952882548,0.03929391185955418
1,4,1,2,1,0,90,10,0,0,0.86,3.0,0,0,0,0,43.91833126739569,0.7865765709031584,0.044218527548376046
3,1,2,2,0,0,45,60,0,0,0.82,1.5,1,0,0,0,45.32526366241531,0.7800519452866611,0.04561320627154393
2,3,5,2,5,1,75,15,0,0,0.82,4.0,0,1,0,1,26.027739829668313,0.5313820642916687,0.5801550820526954
4,1,5,5,7,1,120,45,0,0,0.86,72.0,1,0,0,1,105.21089152062598,0.7180041599298871,0.27988030315199186
1,1,2,1,5,1,90,30,1,1,0.72,24.0,1,0,0,0,51.24722789163832,0.9305129813264408,0.03902890990157469
5,5,2,1,7,0,45,0,0,0,0.86,1.5,1,1,0,1,70.82138562656901,0.61876377588428,0.6039007927724798
2,4,3,5,6,1,150,45,0,1,0.86,4.0,1,0,1,0,82.34731021249033,0.4673829053387984,0.332181403434611
5,5,4,5,7,1,75,15,0,0,0.72,48.0,1,1,0,1,85.66834106384607,0.5560287364750942,0.6181902158226408
5,2,3,4,7,1,90,30,0,0,0.82,1.5,1,1,1,0,123.78766569162137,0.5486711524236347,0.6941181297914265
1,3,5,4,2,0,120,60,0,1,0.82,1.5,1,0,1,0,144.96960294954403,0.596100918470252,0.36491933767344503
1,5,1,1,0,0,30,10,1,0,0.82,3.0,1,0,1,0,100.13260991887523,0.9665830607072694,0.3090942590297413
4,5,3,1,0,0,45,20,0,0,0.82,72.0,0,1,0,0,53.42785629093202,1.0,0.3756185708606214
5,3,2,2,5,1,90,45,1,0,0.86,24.0,1,1,0,0,58.393996515168695,0.737234669970138,0.39732290411220283
2,4,1,5,4,1,90,0,0,1,0.82,3.0,1,1,1,1,35.3268587510517,0.5703171420344268,0.8236290392249579
3,5,3,5,3,0,45,10,0,0,0.82,3.0,1,1,1,0,182.47984901621857,0.5684292162331366,0.7318631875411596
1,1,3,5,2,0,45,30,0,1,0.82,12.0,1,1,0,1,46.98615690870842,0.6780598206955009,0.5838599171571206
4,3,5,4,6,0,30,60,0,0,0.72,12.0,1,1,1,1,103.94297095901064,0.7719637493079339,0.8552578515211184
5,2,2,5,1,0,120,60,0,0,0.82,8.0,1,1,1,1,38.18703458741436,0.7214068013320725,0.8149595469650313
1,1,2,2,4,0,120,0,1,1,0.72,8.0,1,1,1,0,73.75104303337717,0.7234387091764946,0.6485266523798969
5,1,3,1,8,1,45,45,0,0,0.86,4.0,1,0,0,0,18.5943742448203,0.6124695311583834,0.03952338231546003
1,2,3,4,1,0,45,45,0,0,0.72,3.0,0,0,1,1,68.07971761765401,0.7139554840063165,0.4954095945313272
2,1,3,1,8,1,75,30,0,0,0.86,48.0,1,0,0,0,21.344415081569814,0.6957173397867469,0.035529396269307595
4,2,5,2,7,0,75,15,0,1,0.72,4.0,1,1,1,1,85.02237775614265,0.744276778227793,0.8445822106948162
5,4,4,3,0,1,180,60,1,1,0.82,12.0,1,1,1,1,147.93628345960747,0.5930846202165037,0.8971082655579165
4,4,1,2,5,1,60,10,0,0,0.82,48.0,1,1,1,1,81.1719434008288,0.6798701292313784,0.8465237198876894
1,4,2,3,6,1,60,10,0,1,0.86,1.5,1,1,0,0,104.79504130198723,0.7108496421298649,0.430103885918901
2,3,2,5,2,1,45,15,0,1,0.82,1.5,1,1,1,1,58.785076685385135,0.6059023106201255,0.8367768893801814
5,1,1,1,0,1,60,45,0,1,0.86,96.0,1,0,1,0,35.64601472427237,0.921023700602469,0.26929235077400876
5,4,3,1,4,1,90,60,0,0,0.82,24.0,1,1,0,0,58.06216515184266,0.7490772500260493,0.396272702599405
2,3,3,1,7,1,180,60,0,1,0.72,3.0,1,1,0,0,123.94279836642912,0.6810891737301106,0.4449522900831784
3,2,2,1,0,1,150,10,1,0,0.72,24.0,1,0,0,0,22.988271084474214,0.8440152118895708,0.026244449224046184
2,3,3,5,4,0,150,60,0,0,0.86,8.0,1,1,0,0,150.80519655076364,0.472217493584637,0.47748157314958456
2,2,1,3,5,1,60,0,1,0,0.86,72.0,1,0,0,0,65.694135791728,0.6299054158769588,0.06970271141643156
5,5,2,4,4,1,60,45,1,0,0.86,48.0,0,1,0,0,228.72134768277317,0.5943379195381395,0.5208772440875125
5,2,4,3,5,1,60,60,1,1,0.72,48.0,1,0,1,0,113.39619610095767,0.7239044386467371,0.3349241533620335
4,1,1,2,8,1,60,30,0,1,0.86,1.5,1,1,1,0,83.37765881581345,0.7734904526157386,0.6514407741941074
1,5,1,1,5,1,90,0,0,0,0.82,72.0,1,1,0,1,41.76311372349452,0.7239851983186704,0.5771631119333561
3,1,2,5,5,0,180,20,1,0,0.86,2.0,1,1,0,1,44.50457930911466,0.6401288677385693,0.58486069879771
5,1,5,3,1,1,90,10,0,0,0.86,1.5,1,1,0,0,119.75136218511736,0.6390804427927643,0.44509861046125143
1,3,1,1,0,0,120,30,0,0,0.72,96.0,1,0,0,0,12.865056996877435,0.7871693931874505,0.023474847141463424
1,1,2,1,6,1,45,60,0,0,0.72,4.0,0,0,0,1,41.06319646416863,0.6604524666421658,0.24114379164449415
5,3,3,1,6,0,120,0,0,1,0.86,3.0,1,1,0,0,97.06124936730342,0.5025060175676503,0.43953207834846675
2,2,2,1,0,0,150,45,0,0,0.72,96.0,1,0,0,1,36.406506481616304,0.8209485037961841,0.22680460905534466
5,2,2,2,7,1,120,60,0,0,0.72,96.0,1,1,1,1,72.67014248589689,0.6457941238769459,0.8432411729858784
4,3,5,1,7,1,180,20,0,0,0.72,3.0,1,1,1,0,128.2859896305874,0.8147650876061975,0.6784904369546245
3,4,3,4,7,1,150,30,0,1,0.82,3.0,0,1,0,1,113.61102500625833,0.6196028292411251,0.6323684852906268
5,4,5,3,8,1,45,0,1,0,0.82,96.0,1,1,0,0,10.491067635428163,0.6363036263157446,0.37245279124818337
4,4,3,4,2,1,180,15,1,0,0.86,1.5,1,1,1,1,98.59686843761546,0.6559048226326688,0.8598179080407902
4,3,4,1,0,1,45,10,0,0,0.86,2.0,1,1,0,0,93.4421525255166,0.8523791020598143,0.41262823120615744
4,4,4,3,2,1,90,60,0,0,0.82,2.0,1,1,0,1,31.081342268291813,0.6938831492408624,0.5721490743986675
1,5,4,1,2,1,120,20,0,0,0.86,3.0,1,1,0,1,20.1455636833593,0.555308730843275,0.574558764629877
5,1,4,4,1,1,150,10,1,0,0.72,96.0,1,0,0,1,12.454018491297862,0.6649085910375749,0.22175907762156832
3,5,5,5,0,1,60,20,0,0,0.72,4.0,1,1,0,0,51.10838169693959,0.6259635073955834,0.4002548089469356
3,2,5,2,3,1,180,60,0,0,0.86,8.0,1,1,0,1,73.67345793698554,0.7406613502921289,0.5972693441042081
5,3,3,2,7,1,180,30,0,0,0.86,12.0,0,1,1,1,119.28608094572577,0.515397044057596,0.8834462608797855
1,2,5,3,5,1,45,30,0,0,0.82,12.0,1,1,0,1,47.97752332333776,0.6715482084122663,0.5849766409600333
2,3,4,3,8,1,45,20,0,0,0.72,24.0,1,1,0,0,22.413274479405388,0.5707868598000817,0.38498710280026455
2,3,1,3,8,0,75,60,0,1,0.82,96.0,1,0,0,0,97.51371485088566,0.5319143917503041,0.09777513581140249
1,3,5,5,2,1,150,20,1,0,0.82,24.0,0,1,1,1,45.974926077802294,0.4156670335783977,0.8415532583680471
5,3,4,2,0,1,60,10,0,0,0.86,3.0,0,0,0,1,3.3548565578207272,0.6632752159139832,0.21580730592456834
4,2,5,5,6,0,60,15,0,1,0.86,72.0,1,1,0,1,161.58870951352895,0.5577238996236615,0.6686851333686964
1,2,3,4,7,1,180,45,1,0,0.82,3.0,0,1,0,1,103.34044844966249,0.5977705350290683,0.6270496948477402
1,1,5,1,5,1,180,15,0,0,0.72,72.0,1,1,0,0,38.76848897338297,0.7904737921008486,0.38051249386852926
3,2,5,3,5,1,180,45,0,1,0.72,8.0,1,1,0,0,32.13016916610631,0.584303687873666,0.3905188546262476
1,4,3,4,6,1,180,15,0,0,0.82,24.0,1,0,0,0,116.40331592916851,0.5330595610831405,0.11028804134362585
4,4,2,5,5,1,120,0,0,1,0.72,1.5,1,1,0,0,80.52930274862656,0.5926532511450829,0.422200474252262
1,1,4,5,2,1,75,45,1,0,0.72,4.0,1,1,1,1,69.4571951801122,0.8700737520189108,0.8253996341454177
1,5,4,4,8,1,120,15,0,0,0.82,4.0,1,1,0,0,135.87188163663234,0.6501260593039326,0.4550724302731463
4,3,2,3,1,0,180,20,0,0,0.72,48.0,1,0,0,1,120.36885055807993,0.6526415392072343,0.2945609926275469
5,4,4,5,8,1,180,0,0,1,0.72,3.0,1,1,0,0,89.07419553762844,0.6907378071101339,0.4210311505273763
3,4,3,1,6,0,180,0,0,1,0.72,1.5,1,1,0,1,84.00055746342548,0.7132785195340163,0.6060708752749026
5,3,2,3,2,1,180,0,0,0,0.82,8.0,0,1,0,1,57.008137397941866,0.49538837570797156,0.6033282386324033
1,3,3,2,8,1,75,60,1,0,0.72,72.0,0,1,1,0,60.84435134475642,0.7706015631524266,0.6366207914758345
2,3,5,1,3,1,150,0,1,1,0.82,24.0,1,1,0,1,121.04820037873131,0.665679935865665,0.634101204741891
4,3,3,4,6,1,180,0,1,1,0.86,4.0,1,1,1,1,30.71023267143314,0.5406051019891024,0.8226311313083849
3,3,1,2,2,0,90,60,0,0,0.86,2.0,1,0,0,0,57.1535231470433,0.7449211821892133,0.0559578660114506
3,4,2,5,1,0,150,45,0,1,0.72,48.0,1,1,1,1,116.5771899768837,0.7457942004022826,0.865512532623096
2,4,4,4,2,1,180,20,0,0,0.86,4.0,1,1,0,1,155.75257386175946,0.7753785132081177,0.6495585533166047
2,1,5,3,2,1,45,0,0,1,0.72,8.0,1,0,1,1,114.11641320748814,0.6238565851939742,0.5324076478414139
1,1,3,4,4,1,90,20,0,0,0.72,48.0,1,0,0,1,89.76296403642013,0.6715518080597828,0.2728333494600953
5,1,2,3,1,0,150,10,1,1,0.82,96.0,1,0,1,0,44.39451447977821,0.727109917095925,0.28869864878980406
3,3,5,3,6,0,120,10,0,0,0.82,12.0,1,1,1,0,35.51475564925475,0.6328612982462275,0.629376212888934
5,3,3,1,4,0,180,60,0,1,0.82,48.0,1,1,0,1,14.094387802673204,0.7199233846569331,0.5590016216091303
1,2,4,3,6,0,90,20,0,0,0.72,4.0,1,0,0,1,71.78594980509803,0.755678052303643,0.25495983620881035
4,5,1,3,3,1,45,15,0,1,0.86,12.0,1,1,0,1,42.547554040182874,0.6180604942537007,0.5851008014290296
3,4,5,4,7,1,75,10,1,1,0.82,24.0,1,1,1,0,124.56018092589352,0.5093189827412005,0.6973877918253785
1,2,3,4,2,0,180,0,0,0,0.72,2.0,1,1,0,0,128.922065808317,0.6729490635281331,0.44884160942524204
5,1,3,2,0,0,150,60,1,1,0.82,48.0,0,0,1,0,58.818217067669465,0.8715076917755964,0.2882066062874879
4,1,4,2,5,1,150,10,0,1,0.82,24.0,1,1,1,0,82.43343685328134,0.7213446890951665,0.6544614963321927
1,2,4,4,6,1,150,30,0,1,0.72,24.0,1,1,0,1,126.00079186384801,0.7099511215351632,0.6343039494017706
5,3,1,5,3,0,150,15,0,0,0.82,4.0,1,1,1,1,19.708147289225685,0.5212564356270526,0.8166508143655902
2,4,1,3,6,0,180,45,0,0,0.82,12.0,1,1,0,0,38.904228110612834,0.6472679025702424,0.390627398893825
1,4,1,4,7,0,60,10,0,1,0.72,48.0,1,1,1,0,69.19077470361172,0.6307286784674088,0.6519761756430226
1,2,5,5,0,0,90,30,0,0,0.72,8.0,1,0,0,0,35.177562798324324,0.6212566977309588,0.0499637396910491
5,5,3,3,6,1,75,30,0,0,0.86,48.0,1,1,0,1,142.65245355252083,0.5227160653584648,0.658511511126588
5,2,5,1,2,0,150,0,1,0,0.82,48.0,1,1,0,1,81.12509422156155,0.8426395250632701,0.5950986293932788
3,1,5,5,0,1,75,30,0,0,0.72,4.0,1,0,1,0,114.24926276389624,0.6895886359305852,0.3378949706607899
1,4,1,2,0,0,30,10,0,0,0.82,12.0,0,1,0,0,8.802593353813467,0.694428831103572,0.367258377391959
2,5,3,3,7,1,45,45,1,0,0.86,24.0,1,1,1,0,121.29132410957895,0.6278078889112417,0.6869143305159324
4,4,2,4,3,1,150,0,0,0,0.86,24.0,1,0,1,0,21.72729320720932,0.6375800524734078,0.279854258465001
3,2,2,1,4,1,30,45,0,0,0.82,8.0,1,0,1,1,38.01217873105847,0.8419484047443953,0.4664050641552646
5,3,5,2,3,1,45,20,0,0,0.82,1.5,1,0,1,0,62.16970499699154,0.7203718407141011,0.30102044114800725
3,1,3,3,8,1,90,20,0,0,0.86,1.5,1,1,0,0,104.91553858863512,0.6836678708240611,0.4320869414347392
3,2,4,2,0,0,45,0,0,0,0.72,8.0,1,1,0,0,59.76062136429064,0.7344522762603042,0.3984287549046392
4,2,5,2,0,1,150,0,0,0,0.86,8.0,1,1,0,0,52.47270144568672,0.77943670814267,0.3904212313938043
1,1,3,3,0,1,150,20,0,0,0.72,8.0,1,0,0,0,140.83547885113023,0.8354414767255792,0.10540941586329627
3,2,5,5,5,0,30,30,0,1,0.72,8.0,0,1,0,1,38.42606927729406,0.4724725534525521,0.5925443007765174
3,3,3,1,4,1,60,30,0,1,0.72,12.0,0,1,0,0,104.89271050716579,0.7853574601687034,0.4249534514596347
1,1,3,2,0,0,30,20,0,0,0.86,96.0,1,1,0,0,25.256914271002593,0.667326118435055,0.38012511455688125
3,2,2,1,0,1,90,45,0,0,0.82,24.0,1,0,0,1,12.290361261978152,0.8199040186830658,0.2108002928668375
4,5,4,2,0,1,120,10,0,0,0.86,48.0,1,1,0,1,76.502584333209,0.7693387945756666,0.5971480072685094
3,3,3,4,0,1,150,20,0,1,0.86,8.0,1,1,0,1,51.886472287831964,0.7176680234768396,0.5843542198818426
3,4,5,1,6,1,150,20,0,0,0.72,48.0,1,1,0,0,77.10692237223469,0.6717583487184213,0.41438153050453364
4,3,5,1,5,1,90,15,1,0,0.82,8.0,1,1,1,1,30.380901597595333,0.6530498889402016,0.8145404421725828
1,4,1,1,8,1,90,45,0,0,0.72,4.0,0,1,0,1,18.831438837675748,0.5527196951825375,0.5738639138956729
4,4,5,3,1,1,45,60,1,0,0.72,2.0,1,1,0,1,108.94660071194417,0.619881811329373,0.62923934034824
5,5,3,2,4,0,120,15,0,0,0.72,24.0,0,1,1,0,68.95602349069468,0.47762079663689905,0.6625372265625469
1,4,5,2,5,0,45,45,0,0,0.82,3.0,1,1,0,1,182.83330138597026,0.7505211249276884,0.6693523888457087
3,3,4,4,4,0,30,30,0,0,0.82,8.0,1,1,1,0,45.897708064514916,0.798221769151569,0.6247229482024002
5,4,1,5,6,1,150,60,0,0,0.72,96.0,1,1,0,0,26.03931648728424,0.5453180647233701,0.3891872797942203
4,2,2,2,8,1,45,30,0,0,0.72,48.0,1,1,1,0,77.94941174103941,0.628877747832325,0.6579448321457636
2,2,2,2,1,1,120,45,0,0,0.72,48.0,1,0,0,1,63.476188661756304,0.8434699252401402,0.2432745643410277
4,1,4,4,5,0,180,30,0,0,0.86,1.5,1,1,1,1,28.163828054705014,0.6612733587704288,0.8124867502558734
2,3,4,1,4,1,120,30,0,0,0.86,72.0,1,1,0,0,68.68279016066275,0.8499182414245116,0.39629424987405937
2,2,5,1,4,1,90,10,0,0,0.82,72.0,1,1,0,0,83.40601098669626,0.730475697766347,0.4144707084808199
3,1,3,1,3,1,60,15,0,0,0.82,1.5,1,0,0,0,25.51361139241208,0.7880155366364183,0.031847986697058774
3,3,5,5,8,1,75,15,0,0,0.82,48.0,1,1,0,0,16.53322401757957,0.5766889573061392,0.38065392233362333
5,3,5,4,7,1,75,20,0,0,0.86,1.5,1,1,1,1,92.89549751322681,0.5316241083325606,0.8647166440922054
5,5,3,4,4,0,90,30,1,0,0.72,8.0,1,1,0,1,94.48287742279146,0.5612737038772714,0.6236994256771187
2,3,2,2,5,0,150,20,1,0,0.72,24.0,0,1,0,0,130.11393042994655,0.6823498012696458,0.44897813419775584
2,4,1,5,7,1,30,15,0,0,0.72,48.0,1,1,1,0,99.74454523434693,0.5949398609220121,0.6748505732250238
1,3,5,2,7,0,120,0,0,0,0.86,24.0,1,1,0,1,121.42367031430751,0.6420644685133675,0.636004600746936
4,3,3,2,1,0,120,20,0,0,0.82,8.0,1,0,0,0,51.439294095208524,0.7030592381936092,0.05507871605658638
2,4,4,4,1,0,120,10,0,1,0.72,8.0,1,0,0,1,98.27653140805518,0.5928243932737035,0.2840199800762109
3,4,5,3,7,1,180,20,0,0,0.86,8.0,1,1,0,1,73.56709873132823,0.6644369959862534,0.6025341427685145
4,4,2,1,3,1,30,10,0,0,0.86,96.0,1,0,1,0,125.87406232993624,0.8180397211361582,0.3366532610737597
3,1,2,1,5,0,45,60,0,1,0.72,4.0,0,1,0,0,165.45019234025648,0.8104832274488216,0.4635663023054202
4,5,1,2,3,0,90,30,0,0,0.82,1.5,1,0,1,1,58.718388680963784,0.734692594014821,0.4877171108729384
3,4,1,4,1,1,150,0,0,1,0.72,72.0,1,1,0,0,89.79646790663864,0.66211000768392,0.4235166113998847
5,1,5,1,6,0,60,20,0,0,0.82,1.5,1,1,0,0,21.2197523251671,0.7041104707381537,0.37485876859844064
4,3,2,3,8,1,45,60,0,0,0.72,8.0,1,1,1,0,73.04788278312498,0.689760500189483,0.6504153535088195
4,4,1,1,0,0,120,10,0,0,0.82,72.0,1,0,0,0,58.75919092946667,0.7437661537887645,0.05710916318776426
3,4,1,1,4,1,90,15,0,0,0.82,1.5,0,1,0,0,82.90802057882037,0.5604833179156992,0.4260381814651147
5,3,5,5,8,0,75,0,0,0,0.86,1.5,1,1,1,1,60.782404716379304,0.6201849440535597,0.8371086570605037
5,5,3,2,3,0,45,10,1,0,0.86,24.0,1,1,0,1,49.31770959719167,0.7186904113209246,0.5825701442723297
2,4,4,2,2,0,180,10,0,0,0.82,96.0,1,1,0,0,21.091929978515658,0.6549461282048121,0.37821505767800695
3,3,5,2,6,1,60,20,1,1,0.86,72.0,1,1,0,1,83.38047294241329,0.621343755140878,0.6120929191017473
2,4,4,2,0,1,120,0,1,0,0.72,48.0,1,1,1,1,43.279365932251295,0.8870134119244513,0.8067619717867893
3,3,1,1,2,1,120,0,0,0,0.72,96.0,1,0,0,0,120.57113166689243,0.8112906455626112,0.09359040925521217
4,3,3,1,6,1,30,30,0,1,0.82,8.0,1,0,0,0,172.98459343243118,0.5264387200661382,0.1484723518836578
3,4,3,3,3,0,75,10,0,0,0.86,12.0,1,1,0,1,25.024003885561832,0.7296808736040439,0.5656050081047581
2,4,1,1,2,1,60,30,1,0,0.86,48.0,1,1,0,1,46.45555158614654,0.7250930190730625,0.5802138563889834
5,1,2,3,0,1,180,60,1,0,0.82,72.0,1,1,0,0,30.88296640324933,0.7627625617883846,0.37719526494364597
4,5,2,2,3,1,60,15,0,0,0.86,72.0,1,1,0,1,50.35373349577977,0.7294425609916139,0.5825081763944403
4,4,5,2,4,0,45,10,1,1,0.72,48.0,1,1,1,1,119.27234970773925,0.5862427036166885,0.8784779105519913
1,2,1,3,3,1,45,45,0,0,0.72,12.0,1,1,0,1,76.28027866924356,0.838276135191395,0.5921741896494314
2,1,4,3,1,1,150,0,0,0,0.86,48.0,1,1,0,0,19.521214779525874,0.8194382109330346,0.3656534684210382
3,4,1,1,7,1,30,15,1,0,0.86,24.0,1,1,0,1,215.59667587657307,0.5895739138595577,0.7024609432808797
3,3,1,3,7,0,180,20,0,1,0.72,72.0,1,1,0,0,68.50748052430694,0.6084621229184598,0.41307930507857915
3,5,4,2,4,1,180,60,1,0,0.72,2.0,1,1,1,0,70.04205404203465,0.4762537450368024,0.6633569405421137
4,3,1,5,8,0,60,10,0,1,0.86,48.0,1,1,1,0,72.6315604753452,0.5338610219340614,0.6610507687815126
4,5,4,3,3,1,150,15,0,0,0.86,48.0,0,1,0,0,75.36821242465771,0.6045821639157116,0.41792472347567206
4,2,4,3,5,1,90,60,1,1,0.82,1.5,0,1,1,1,50.56160205506552,0.6673654618470191,0.8269921523740856
5,4,2,4,6,0,75,30,1,0,0.72,48.0,1,1,0,1,97.37506089168048,0.7055470396679235,0.6155284144843657
3,1,1,2,2,1,75,10,0,0,0.86,24.0,1,0,0,0,37.563549914861305,0.7638148926785064,0.04157532412241209
5,1,2,1,3,0,90,20,0,0,0.86,72.0,1,0,0,1,13.328418312051214,0.8241729730169725,0.21119350409684606
2,4,3,5,3,0,120,0,0,0,0.82,48.0,1,1,1,0,34.69280888092652,0.6626313191014211,0.6267443469168515
1,4,3,1,6,0,60,0,0,0,0.72,12.0,1,1,0,1,30.266300006939524,0.7108342483711794,0.5704191359519771
2,2,5,4,2,0,45,60,1,1,0.82,48.0,1,1,0,0,55.51251402960732,0.7467234620089734,0.39473770034577677
3,5,3,1,5,1,180,45,1,1,0.86,48.0,1,1,0,1,35.2497020054702,0.7027955611078626,0.5743041120594298
4,1,3,1,2,0,30,0,1,1,0.86,3.0,1,0,0,0,42.220684093723555,0.7679738142919634,0.0443889557287116
4,3,4,5,8,1,180,0,0,1,0.82,96.0,1,1,1,1,35.237292494391795,0.6630698937837026,0.8170766357647354
4,2,5,4,5,1,150,30,0,0,0.72,2.0,1,1,0,0,140.91946994941526,0.750334647228059,0.45142288799364605
1,2,3,1,7,0,150,30,1,0,0.86,8.0,1,1,1,0,71.07615870232405,0.7144744021760985,0.6473708976492226
4,1,1,3,1,1,180,15,1,0,0.72,96.0,0,0,0,0,14.23717280946567,0.8139827420645774,0.02251265659512336
1,4,1,1,6,1,90,60,0,0,0.72,1.5,1,1,0,1,51.062146064475854,0.5783922509511124,0.5935539731430728
3,2,5,1,8,1,75,30,0,1,0.72,48.0,0,0,0,0,191.2481941328131,0.794352592136338,0.1418941146389984
3,5,4,5,2,0,90,10,1,1,0.82,72.0,1,1,1,1,110.55584565873173,0.6107412048445285,0.8709520127667042
2,2,5,5,5,1,60,60,0,1,0.82,8.0,1,1,1,0,124.38510606308563,0.7089104465202329,0.6832996727856409
2,2,2,2,8,1,120,15,0,1,0.86,72.0,0,1,1,1,128.31745180741694,0.6941567039311602,0.8769539985964301
2,4,1,4,0,1,90,10,0,0,0.72,12.0,0,0,0,1,48.77149603961524,0.7307012078220745,0.24136524614553162
3,1,2,5,5,1,75,15,1,1,0.72,48.0,1,1,1,1,95.62810523044395,0.7347083012816943,0.8523224890639107
4,4,3,4,6,0,60,45,0,0,0.86,8.0,1,1,1,1,127.85392866935811,0.5898958571891563,0.8839432424429978
5,4,1,3,4,1,150,20,0,0,0.82,3.0,1,0,1,1,132.83557084288387,0.6192197271639271,0.5452116663271143
3,4,4,5,8,1,75,30,0,0,0.86,48.0,1,1,0,1,211.97686605705644,0.616868254903351,0.6981371328614697
3,4,3,1,0,0,180,0,1,0,0.86,2.0,1,0,1,1,77.09745938493265,0.8514326283227655,0.4917980222740282
